"word","processed","category"
"grease",TRUE,"food"
"az88",TRUE,"service"
"glitz",TRUE,"ambiance"
"accommodate",TRUE,"service"
"ketchup",TRUE,"food"
"excelent",TRUE,"service"
"papago",TRUE,"food"
"curbside",TRUE,"service"
"hesitating",TRUE,"ambiance"
"muffins",TRUE,"food"
"breakfasts",TRUE,"food"
"quiktrips",TRUE,"service"
"managing",TRUE,"service"
"coolest",TRUE,"ambiance"
"sunrise",TRUE,"ambiance"
"rangers",TRUE,"service"
"balcony",TRUE,"ambiance"
"mariachi",TRUE,"service"
"godfather",TRUE,"drinks"
"watched",TRUE,"service"
"assisting",TRUE,"service"
"sf",TRUE,"drinks"
"barkeep",TRUE,"service"
"flatbreads",TRUE,"food"
"tipped",TRUE,"service"
"barry",TRUE,"drinks"
"honoring",TRUE,"service"
"uniquely",TRUE,"ambiance"
"bouncers",TRUE,"service"
"drunk",TRUE,"drinks"
"carrabba's",TRUE,"service"
"bin",TRUE,"service"
"overflowing",TRUE,"ambiance"
"morsels",TRUE,"food"
"dipped",TRUE,"food"
"pancit",TRUE,"food"
"lumpia",TRUE,"food"
"custom",TRUE,"service"
"finalmente",TRUE,"food"
"andiamo",TRUE,"service"
"fritto",TRUE,"food"
"misto",TRUE,"food"
"broccolini",TRUE,"food"
"wedge",TRUE,"food"
"orecchiette",TRUE,"food"
"puttanesca",TRUE,"food"
"linguini",TRUE,"food"
"capers",TRUE,"food"
"breadcrumbs",TRUE,"food"
"anchovy",TRUE,"food"
"european",TRUE,"food"
"slowed",TRUE,"service"
"savored",TRUE,"ambiance"
"packs",TRUE,"drinks"
"breadsticks",TRUE,"food"
"pastabar",TRUE,"food"
"cavernous",TRUE,"ambiance"
"hallway",TRUE,"ambiance"
"prego",TRUE,"food"
"antipasti",TRUE,"food"
"mains",TRUE,"food"
"26",TRUE,"other"
"sparkling",TRUE,"other"
"waters",TRUE,"other"
"lemonades",TRUE,"other"
"awaits",TRUE,"other"
"pastas",TRUE,"food"
"quieter",TRUE,"ambiance"
"kohl's",TRUE,"service"
"brewers",TRUE,"drinks"
"cheesehead",TRUE,"food"
"culver's",TRUE,"service"
"custard",TRUE,"food"
"butterburger",TRUE,"food"
"extras",TRUE,"service"
"westin",TRUE,"service"
"cosmos",TRUE,"drinks"
"martini's",TRUE,"drinks"
"mambo",TRUE,"ambiance"
"ceviches",TRUE,"food"
"escabeche",TRUE,"food"
"mixto",TRUE,"food"
"clasico",TRUE,"food"
"empanada",TRUE,"food"
"clinic",TRUE,"service"
"mystique",TRUE,"ambiance"
"leeks",TRUE,"food"
"cutlet",TRUE,"food"
"panko",TRUE,"food"
"rices",TRUE,"food"
"barra",TRUE,"food"
"viejo",TRUE,"drinks"
"gangplank",TRUE,"ambiance"
"brasserie",TRUE,"food"
"balthazar",TRUE,"food"
"ny's",TRUE,"service"
"soho",TRUE,"ambiance"
"toasting",TRUE,"drinks"
"gruyère",TRUE,"food"
"vinagrette",TRUE,"food"
"nosh",TRUE,"food"
"hunks",TRUE,"food"
"parked",TRUE,"service"
"afront",TRUE,"ambiance"
"lunchtime",TRUE,"food"
"tangy",TRUE,"food"
"sw",TRUE,"service"
"cranberry",TRUE,"food"
"teriyakki",TRUE,"food"
"frosting",TRUE,"food"
"vet",TRUE,"service"
"orioles",TRUE,"other"
"spinato",TRUE,"food"
"calzones",TRUE,"food"
"listens",TRUE,"service"
"devouring",TRUE,"food"
"dimsum",TRUE,"food"
"letdown",TRUE,"service"
"sheer",TRUE,"ambiance"
"piano",TRUE,"ambiance"
"braciole",TRUE,"food"
"cinema",TRUE,"ambiance"
"sally's",TRUE,"service"
"schnitzel",TRUE,"food"
"crepes",TRUE,"food"
"coziness",TRUE,"ambiance"
"cafes",TRUE,"service"
"awash",TRUE,"ambiance"
"navigation",TRUE,"service"
"tents",TRUE,"ambiance"
"cherries",TRUE,"food"
"blends",TRUE,"drinks"
"couscous",TRUE,"food"
"splurges",TRUE,"food"
"scraps",TRUE,"food"
"dentist",TRUE,"service"
"ito's",TRUE,"service"
"chiclets",TRUE,"food"
"painless",TRUE,"service"
"dental",TRUE,"other"
"masiman",TRUE,"other"
"poised",TRUE,"other"
"fulfilling",TRUE,"other"
"nights.great",TRUE,"other"
"bruchetta",TRUE,"food"
"sheeps",TRUE,"food"
"figs",TRUE,"food"
"appertizer",TRUE,"food"
"12oz",TRUE,"drinks"
"carte",TRUE,"food"
"decorating",TRUE,"ambiance"
"bennigan's",TRUE,"service"
"specializes",TRUE,"food"
"breweries",TRUE,"drinks"
"getcha",TRUE,"service"
"susie's",TRUE,"food"
"sopes",TRUE,"food"
"backdrop",TRUE,"ambiance"
"buildings",TRUE,"ambiance"
"banking",TRUE,"service"
"snobbish",TRUE,"ambiance"
"mgrs",TRUE,"service"
"assoc",TRUE,"service"
"shu",TRUE,"food"
"mein",TRUE,"food"
"breaksfast",TRUE,"food"
"cozier",TRUE,"ambiance"
"crumb",TRUE,"food"
"syrah",TRUE,"drinks"
"sangiovese",TRUE,"drinks"
"grainy",TRUE,"food"
"registers",TRUE,"service"
"purchases",TRUE,"service"
"snarfed",TRUE,"food"
"hastily",TRUE,"service"
"bavarian",TRUE,"ambiance"
"rindsroulade",TRUE,"food"
"spaetzle",TRUE,"food"
"socializing",TRUE,"ambiance"
"atmospheres",TRUE,"ambiance"
"velveeta",TRUE,"food"
"redone",TRUE,"ambiance"
"jambalaya",TRUE,"food"
"vermicelli",TRUE,"food"
"repair",TRUE,"service"
"meineke",TRUE,"service"
"whitey's",TRUE,"food"
"handing",TRUE,"service"
"glassware",TRUE,"ambiance"
"silverware",TRUE,"ambiance"
"buttered",TRUE,"food"
"retro",TRUE,"ambiance"
"staple",TRUE,"food"
"diamondback",TRUE,"drinks"
"chimichanga",TRUE,"food"
"delights",TRUE,"food"
"curds",TRUE,"food"
"meatball",TRUE,"food"
"entries",TRUE,"food"
"fixings",TRUE,"food"
"cornmeal",TRUE,"food"
"handcut",TRUE,"food"
"roscoe's",TRUE,"food"
"brekky",TRUE,"food"
"unloading",TRUE,"service"
"wasabi",TRUE,"food"
"receipts",TRUE,"service"
"brined",TRUE,"food"
"farmers",TRUE,"food"
"mojo",TRUE,"drinks"
"fridays",TRUE,"service"
"parfaits",TRUE,"food"
"velveta",TRUE,"food"
"patty",TRUE,"food"
"mcdonald's",TRUE,"service"
"flatscreen",TRUE,"ambiance"
"doc",TRUE,"service"
"zuzus",TRUE,"food"
"royal",TRUE,"ambiance"
"peruvian",TRUE,"food"
"nestled",TRUE,"ambiance"
"mekong",TRUE,"drinks"
"6.50",TRUE,"drinks"
"macaroon",TRUE,"food"
"crossaint",TRUE,"food"
"croissant",TRUE,"food"
"prebreaded",TRUE,"food"
"croissants",TRUE,"food"
"avacado",TRUE,"food"
"bobas",TRUE,"drinks"
"milkshake",TRUE,"drinks"
"browsed",TRUE,"service"
"dizzying",TRUE,"ambiance"
"combos",TRUE,"food"
"acknowledgement",TRUE,"service"
"repairing",TRUE,"service"
"toilets",TRUE,"service"
"parker",TRUE,"service"
"fav's",TRUE,"food"
"peas",TRUE,"food"
"harajuku",TRUE,"ambiance"
"shiso",TRUE,"food"
"kinki",TRUE,"drinks"
"habits",TRUE,"food"
"caramelized",TRUE,"food"
"watered",TRUE,"drinks"
"foliage",TRUE,"ambiance"
"tastebuds",TRUE,"food"
"grinders",TRUE,"food"
"multigrain",TRUE,"food"
"wingers",TRUE,"food"
"hook",TRUE,"service"
"sunnyslope",TRUE,"ambiance"
"suits",TRUE,"service"
"lay",TRUE,"service"
"gazing",TRUE,"ambiance"
"rocky's",TRUE,"food"
"manicurist",TRUE,"service"
"perfunctory",TRUE,"service"
"technician",TRUE,"service"
"beets",TRUE,"food"
"inebriated",TRUE,"drinks"
"seed",TRUE,"food"
"coldstone",TRUE,"food"
"mixers",TRUE,"drinks"
"upstairs",TRUE,"ambiance"
"mimimalist",TRUE,"ambiance"
"tucson",TRUE,"ambiance"
"hula's",TRUE,"drinks"
"tai's",TRUE,"food"
"rum",TRUE,"drinks"
"roy's",TRUE,"service"
"crusted",TRUE,"food"
"lasering",TRUE,"service"
"tacky",TRUE,"ambiance"
"costumer",TRUE,"service"
"magnolia",TRUE,"ambiance"
"birthdays",TRUE,"food"
"mocchiato",TRUE,"drinks"
"mocha",TRUE,"drinks"
"buttercream",TRUE,"food"
"toffee",TRUE,"food"
"pops",TRUE,"drinks"
"hotdog",TRUE,"food"
"celebratory",TRUE,"ambiance"
"kitschy",TRUE,"ambiance"
"brushetta",TRUE,"food"
"blending",TRUE,"drinks"
"facility",TRUE,"service"
"facade",TRUE,"ambiance"
"concluded",TRUE,"service"
"corridor",TRUE,"ambiance"
"sippin",TRUE,"drinks"
"wurlitzer",TRUE,"ambiance"
"beer's",TRUE,"drinks"
"nostalgic",TRUE,"ambiance"
"bottom's",TRUE,"drinks"
"breathtaking",TRUE,"ambiance"
"remedied",TRUE,"service"
"tended",TRUE,"service"
"expediting",TRUE,"service"
"refreshed",TRUE,"service"
"blended",TRUE,"drinks"
"deviled",TRUE,"food"
"apricot",TRUE,"food"
"chatted",TRUE,"service"
"preserved",TRUE,"food"
"fruits",TRUE,"food"
"ossobucco",TRUE,"food"
"gnocchi",TRUE,"food"
"catered",TRUE,"service"
"operating",TRUE,"service"
"arrangement",TRUE,"ambiance"
"tapping",TRUE,"service"
"returns",TRUE,"service"
"mushroomy",TRUE,"food"
"tablespoons",TRUE,"food"
"120",TRUE,"food"
"frosty",TRUE,"drinks"
"popcorn",TRUE,"food"
"cpk",TRUE,"service"
"accomodated",TRUE,"service"
"nonvegan",TRUE,"food"
"chalky",TRUE,"food"
"dispense",TRUE,"service"
"hired",TRUE,"service"
"clerk",TRUE,"service"
"realllllllly",TRUE,"ambiance"
"ring",TRUE,"service"
"terrrific",TRUE,"food"
"carpaccio",TRUE,"food"
"6.99",TRUE,"food"
"spunky",TRUE,"ambiance"
"heartier",TRUE,"food"
"d'ambrosio's",TRUE,"service"
"wafts",TRUE,"ambiance"
"beau",TRUE,"service"
"goody",TRUE,"food"
"dragged",TRUE,"service"
"confirm",TRUE,"service"
"variuos",TRUE,"food"
"pastes",TRUE,"food"
"lemongrass",TRUE,"food"
"champange",TRUE,"drinks"
"paring",TRUE,"food"
"chamange",TRUE,"drinks"
"vista",TRUE,"ambiance"
"rentals",TRUE,"service"
"substandard",TRUE,"service"
"smashburger",TRUE,"food"
"smashfries",TRUE,"food"
"suggesting",TRUE,"service"
"tours",TRUE,"service"
"gravelly",TRUE,"ambiance"
"venezia's",TRUE,"food"
"fox's",TRUE,"food"
"8pc",TRUE,"food"
"nuggets",TRUE,"food"
"stringy",TRUE,"food"
"kraft",TRUE,"food"
"kernals",TRUE,"food"
"butterflied",TRUE,"food"
"tiffany",TRUE,"ambiance"
"chanel",TRUE,"ambiance"
"ton's",TRUE,"service"
"projectors",TRUE,"ambiance"
"sleepy",TRUE,"ambiance"
"coliseum",TRUE,"ambiance"
"jaz",TRUE,"service"
"barbacoa",TRUE,"food"
"pizzaria",TRUE,"food"
"yummo",TRUE,"food"
"glazed",TRUE,"food"
"viniagrette",TRUE,"food"
"toaster",TRUE,"food"
"therapists",TRUE,"service"
"bev",TRUE,"drinks"
"mo",TRUE,"drinks"
"riesling",TRUE,"drinks"
"malbec",TRUE,"drinks"
"cotija",TRUE,"food"
"vampiro's",TRUE,"food"
"swanky",TRUE,"ambiance"
"sunday's",TRUE,"food"
"bubbles",TRUE,"drinks"
"distinctive",TRUE,"ambiance"
"smelly",TRUE,"ambiance"
"cigar",TRUE,"drinks"
"yams",TRUE,"food"
"carrot",TRUE,"food"
"pa",TRUE,"ambiance"
"grigio",TRUE,"drinks"
"varietals",TRUE,"drinks"
"hotdogs",TRUE,"food"
"deliciousness",TRUE,"food"
"palate",TRUE,"food"
"sriracha",TRUE,"food"
"subways",TRUE,"service"
"alaska",TRUE,"ambiance"
"vegetarianism",TRUE,"food"
"veganism",TRUE,"food"
"vegans",TRUE,"food"
"douchy",TRUE,"ambiance"
"baconator",TRUE,"food"
"potstickers",TRUE,"food"
"temptation.seriously",TRUE,"food"
"sirloin",TRUE,"food"
"bits",TRUE,"food"
"chunky",TRUE,"food"
"demo",TRUE,"service"
"curt",TRUE,"service"
"matzo",TRUE,"food"
"treating",TRUE,"service"
"zucca",TRUE,"food"
"pushes",TRUE,"service"
"cheesey",TRUE,"food"
"whiskey",TRUE,"drinks"
"crustini",TRUE,"food"
"bo",TRUE,"drinks"
"thit",TRUE,"food"
"nuong",TRUE,"food"
"durian",TRUE,"food"
"limes",TRUE,"food"
"yumminess",TRUE,"food"
"shiraz",TRUE,"drinks"
"medditeranean",TRUE,"food"
"flare",TRUE,"ambiance"
"grouper",TRUE,"food"
"janey's",TRUE,"service"
"carousel",TRUE,"ambiance"
"futuristic",TRUE,"ambiance"
"yeo's",TRUE,"food"
"topppings",TRUE,"food"
"flavore",TRUE,"food"
"ceaser",TRUE,"food"
"ziti",TRUE,"food"
"lasagne",TRUE,"food"
"mozeralla",TRUE,"food"
"ibites",TRUE,"service"
"canollis",TRUE,"food"
"sundae",TRUE,"food"
"baklava",TRUE,"food"
"activity",TRUE,"service"
"stingray",TRUE,"food"
"uni",TRUE,"food"
"kama",TRUE,"food"
"carb",TRUE,"food"
"machaca",TRUE,"food"
"touristy",TRUE,"ambiance"
"shots",TRUE,"drinks"
"guerrero's",TRUE,"service"
"taps",TRUE,"service"
"denim",TRUE,"ambiance"
"anise",TRUE,"food"
"licorice",TRUE,"food"
"tapas",TRUE,"food"
"coffehouse",TRUE,"service"
"matchy",TRUE,"ambiance"
"zen",TRUE,"ambiance"
"siphon",TRUE,"drinks"
"babyback",TRUE,"food"
"tapopo",TRUE,"food"
"quacamole",TRUE,"food"
"visuals",TRUE,"ambiance"
"formations",TRUE,"ambiance"
"shuttle",TRUE,"service"
"marshmallows",TRUE,"food"
"shuttles",TRUE,"service"
"dominating",TRUE,"ambiance"
"intestines",TRUE,"food"
"shiny",TRUE,"ambiance"
"grazing",TRUE,"food"
"lisette's",TRUE,"food"
"yogurts",TRUE,"food"
"cereal",TRUE,"food"
"resembling",TRUE,"ambiance"
"tenderbelly",TRUE,"food"
"spumoni",TRUE,"food"
"rios",TRUE,"food"
"chianti",TRUE,"drinks"
"hookah",TRUE,"drinks"
"ka",TRUE,"food"
"gai",TRUE,"food"
"postinos",TRUE,"service"
"winos",TRUE,"drinks"
"paninis",TRUE,"food"
"bella",TRUE,"ambiance"
"postino",TRUE,"ambiance"
"press",TRUE,"service"
"8.75",TRUE,"drinks"
"crem",TRUE,"food"
"arrives",TRUE,"service"
"flo's",TRUE,"food"
"frequented",TRUE,"service"
"tostadas",TRUE,"food"
"pei",TRUE,"food"
"wei",TRUE,"food"
"x2",TRUE,"drinks"
"solitary",TRUE,"ambiance"
"mic",TRUE,"service"
"scary",TRUE,"ambiance"
"pulsating",TRUE,"ambiance"
"coronary",TRUE,"food"
"lipid",TRUE,"food"
"barbershop",TRUE,"service"
"appoinmtnt",TRUE,"service"
"haircut",TRUE,"service"
"supercuts",TRUE,"service"
"clipped",TRUE,"service"
"customizes",TRUE,"service"
"contracts",TRUE,"service"
"appointments",TRUE,"service"
"loco",TRUE,"food"
"moco",TRUE,"food"
"haupia",TRUE,"food"
"scam",TRUE,"other"
"reiki",TRUE,"other"
"waving",TRUE,"other"
"chanting",TRUE,"other"
"laughed",TRUE,"other"
"bourbon",TRUE,"drinks"
"cheuvront",TRUE,"service"
"distinct",TRUE,"ambiance"
"peppercorn",TRUE,"food"
"citrus",TRUE,"food"
"pamper",TRUE,"service"
"trailers",TRUE,"ambiance"
"pasand",TRUE,"food"
"ritter's",TRUE,"food"
"custard's",TRUE,"food"
"spoonful",TRUE,"food"
"braised",TRUE,"food"
"cibatta",TRUE,"food"
"hibiscus",TRUE,"drinks"
"valued",TRUE,"service"
"unapologetic",TRUE,"food"
"meatless",TRUE,"food"
"murmuring",TRUE,"ambiance"
"mabel's",TRUE,"service"
"lollypops",TRUE,"food"
"wowed",TRUE,"service"
"marsala",TRUE,"drinks"
"paletas",TRUE,"food"
"lemondade",TRUE,"drinks"
"crudo",TRUE,"food"
"ling",TRUE,"food"
"louies",TRUE,"service"
"slllllllow",TRUE,"ambiance"
"kabob",TRUE,"food"
"shwarma",TRUE,"food"
"fresco",TRUE,"ambiance"
"sorbets",TRUE,"food"
"snobby",TRUE,"service"
"tomasos",TRUE,"service"
"choppino",TRUE,"food"
"fruittas",TRUE,"food"
"mussels",TRUE,"food"
"accomidating",TRUE,"service"
"darker",TRUE,"ambiance"
"butters",TRUE,"food"
"chantilly",TRUE,"food"
"mikes",TRUE,"service"
"buckeye",TRUE,"food"
"provisioner",TRUE,"service"
"jersey's",TRUE,"food"
"thumann's",TRUE,"food"
"boar's",TRUE,"food"
"jenk's",TRUE,"service"
"pier",TRUE,"ambiance"
"aquariums",TRUE,"ambiance"
"creamer",TRUE,"drinks"
"scallop",TRUE,"food"
"yummm",TRUE,"food"
"truffles",TRUE,"food"
"medjool",TRUE,"food"
"kindly",TRUE,"service"
"sabzi",TRUE,"food"
"nan",TRUE,"food"
"walnuts",TRUE,"food"
"stews",TRUE,"food"
"steaming",TRUE,"food"
"dolmeh",TRUE,"food"
"mast",TRUE,"drinks"
"mosear",TRUE,"food"
"inconvenience",TRUE,"service"
"skimp",TRUE,"service"
"peperocini",TRUE,"food"
"tenders",TRUE,"food"
"notified",TRUE,"service"
"pasty",TRUE,"food"
"apron",TRUE,"service"
"rumbling",TRUE,"ambiance"
"sommelier",TRUE,"drinks"
"burrata",TRUE,"food"
"truffled",TRUE,"food"
"wagyu",TRUE,"food"
"beignets",TRUE,"food"
"fattier",TRUE,"food"
"blizzard",TRUE,"drinks"
"teas",TRUE,"drinks"
"rooibos",TRUE,"food"
"rellenos",TRUE,"food"
"management's",TRUE,"service"
"leasing",TRUE,"service"
"aguila",TRUE,"food"
"trendier",TRUE,"ambiance"
"jellyfish",TRUE,"food"
"piccata",TRUE,"food"
"knowlegeable",TRUE,"service"
"lattes",TRUE,"drinks"
"granola",TRUE,"food"
"acai",TRUE,"food"
"appetites",TRUE,"food"
"poori",TRUE,"food"
"lassi",TRUE,"drinks"
"makani",TRUE,"food"
"framed",TRUE,"ambiance"
"prints",TRUE,"ambiance"
"buttermilk",TRUE,"food"
"gil's",TRUE,"service"
"gil",TRUE,"service"
"chimis",TRUE,"food"
"taquitos",TRUE,"food"
"hideaway",TRUE,"ambiance"
"padre's",TRUE,"service"
"bocca",TRUE,"food"
"anyone's",TRUE,"service"
"bento",TRUE,"food"
"grooming",TRUE,"service"
"cokes",TRUE,"drinks"
"redbull",TRUE,"drinks"
"danny's",TRUE,"service"
"lube",TRUE,"service"
"spiel",TRUE,"service"
"blinker",TRUE,"service"
"filthiest",TRUE,"ambiance"
"sterilize",TRUE,"service"
"opulence",TRUE,"ambiance"
"dominick's",TRUE,"food"
"foyer",TRUE,"ambiance"
"glittery",TRUE,"ambiance"
"bedazzled",TRUE,"ambiance"
"oozing",TRUE,"food"
"starches",TRUE,"food"
"marnier",TRUE,"drinks"
"spongy",TRUE,"food"
"bustling",TRUE,"ambiance"
"sapporo",TRUE,"drinks"
"albacore",TRUE,"food"
"kampachi",TRUE,"food"
"nigiri",TRUE,"food"
"yasu",TRUE,"service"
"softshell",TRUE,"food"
"chomping",TRUE,"food"
"congested",TRUE,"ambiance"
"bubble",TRUE,"drinks"
"taro",TRUE,"food"
"sunflower",TRUE,"food"
"eclectic",TRUE,"ambiance"
"mezes",TRUE,"food"
"manicured",TRUE,"ambiance"
"muni",TRUE,"service"
"featuring",TRUE,"drinks"
"driver",TRUE,"service"
"nighttime",TRUE,"ambiance"
"cheesesteaks",TRUE,"food"
"wiz",TRUE,"food"
"lounged",TRUE,"service"
"phoenician",TRUE,"ambiance"
"phoenix.gov",TRUE,"service"
"groceries",TRUE,"food"
"picazzo",TRUE,"food"
"mirage",TRUE,"ambiance"
"fatburger",TRUE,"food"
"culvers",TRUE,"food"
"windy",TRUE,"ambiance"
"bluegills",TRUE,"food"
"danish",TRUE,"food"
"ganouj",TRUE,"food"
"childcare",TRUE,"service"
"fingerprinting",TRUE,"service"
"crowd.food",TRUE,"food"
"hovering",TRUE,"service"
"parmagiana",TRUE,"food"
"tartufo",TRUE,"food"
"amaretto",TRUE,"drinks"
"appetito",TRUE,"food"
"obgyn",TRUE,"service"
"ultrasounds",TRUE,"service"
"faire",TRUE,"food"
"ihop",TRUE,"service"
"bánh",TRUE,"food"
"xèo",TRUE,"food"
"handpulled",TRUE,"service"
"beaty",TRUE,"other"
"beefy",TRUE,"food"
"peanutty",TRUE,"food"
"cokey",TRUE,"drinks"
"bloodletting",TRUE,"service"
"house's",TRUE,"ambiance"
"neighborly",TRUE,"service"
"indulgent",TRUE,"food"
"mineral",TRUE,"drinks"
"benefited",TRUE,"service"
"defalco's",TRUE,"food"
"foodstuffs",TRUE,"food"
"brown's",TRUE,"service"
"goodies",TRUE,"food"
"beppo",TRUE,"food"
"omnivorous",TRUE,"food"
"parings",TRUE,"food"
"famished",TRUE,"food"
"lodge",TRUE,"ambiance"
"mixology",TRUE,"drinks"
"porchetta",TRUE,"food"
"gothic",TRUE,"ambiance"
"chandeliers",TRUE,"ambiance"
"stylish",TRUE,"ambiance"
"delicately",TRUE,"other"
"levi",TRUE,"other"
"server.great",TRUE,"other"
"nebraska",TRUE,"other"
"hoho",TRUE,"other"
"domestics",TRUE,"drinks"
"tso's",TRUE,"food"
"talavera",TRUE,"ambiance"
"peacefulness",TRUE,"ambiance"
"accommodated",TRUE,"service"
"applewood",TRUE,"food"
"lomein",TRUE,"food"
"americano",TRUE,"drinks"
"macchiato",TRUE,"drinks"
"coffeeshops",TRUE,"service"
"flatscreens",TRUE,"ambiance"
"lounging",TRUE,"ambiance"
"portos",TRUE,"food"
"pinwheels",TRUE,"food"
"rnr",TRUE,"service"
"nuked",TRUE,"food"
"comical",TRUE,"ambiance"
"infusion",TRUE,"drinks"
"sandwiched",TRUE,"food"
"pibil",TRUE,"food"
"tempe's",TRUE,"ambiance"
"mucho",TRUE,"drinks"
"ants",TRUE,"food"
"motel",TRUE,"service"
"brass",TRUE,"ambiance"
"toddy",TRUE,"drinks"
"lemoncello",TRUE,"drinks"
"limoncello",TRUE,"drinks"
"arancini",TRUE,"food"
"nouvelle",TRUE,"food"
"lulu's",TRUE,"service"
"tostada",TRUE,"food"
"buffets",TRUE,"food"
"venice",TRUE,"ambiance"
"louisiana",TRUE,"food"
"gizzards",TRUE,"food"
"happenin",TRUE,"ambiance"
"paltry",TRUE,"food"
"bowling",TRUE,"service"
"1.00",TRUE,"drinks"
"gross.but",TRUE,"food"
"carryout",TRUE,"service"
"feasted",TRUE,"food"
"groping",TRUE,"service"
"boarding",TRUE,"service"
"kiosk",TRUE,"service"
"sambar",TRUE,"food"
"vada",TRUE,"food"
"dosa",TRUE,"food"
"mimosa's",TRUE,"drinks"
"gelateria",TRUE,"food"
"murals",TRUE,"ambiance"
"napoli",TRUE,"food"
"butterrrrr",TRUE,"food"
"sirring",TRUE,"service"
"bear's",TRUE,"food"
"warner",TRUE,"other"
"intimidating",TRUE,"ambiance"
"trainers",TRUE,"service"
"serivce",TRUE,"service"
"sole",TRUE,"food"
"arches",TRUE,"ambiance"
"groomed",TRUE,"service"
"chandelier",TRUE,"ambiance"
"calcutta",TRUE,"ambiance"
"garnishes",TRUE,"food"
"terriyaki",TRUE,"food"
"sukiyaki",TRUE,"food"
"bhel",TRUE,"food"
"puri",TRUE,"food"
"papdi",TRUE,"food"
"chaat",TRUE,"food"
"adobe",TRUE,"ambiance"
"carver",TRUE,"service"
"performers",TRUE,"service"
"mimosa",TRUE,"drinks"
"rainforest",TRUE,"ambiance"
"pedi's",TRUE,"service"
"usps",TRUE,"service"
"barro's",TRUE,"food"
"fri",TRUE,"food"
"mexifood",TRUE,"food"
"qdoba's",TRUE,"food"
"la's",TRUE,"food"
"brine",TRUE,"food"
"sprout",TRUE,"food"
"umami",TRUE,"food"
"evanger's",TRUE,"food"
"boyardee",TRUE,"food"
"repairs",TRUE,"service"
"alaus",TRUE,"drinks"
"murphy's",TRUE,"service"
"appearances",TRUE,"ambiance"
"workout",TRUE,"service"
"brewpub",TRUE,"drinks"
"picazzo's",TRUE,"food"
"popeye",TRUE,"food"
"kalamata",TRUE,"food"
"carmelized",TRUE,"food"
"mozarella",TRUE,"food"
"garlicy",TRUE,"food"
"cloves",TRUE,"food"
"crispiness",TRUE,"food"
"massaging",TRUE,"service"
"honeybuns",TRUE,"food"
"macaroni's",TRUE,"food"
"tarbell's",TRUE,"service"
"leek",TRUE,"food"
"independently",TRUE,"service"
"comp'ed",TRUE,"service"
"pb",TRUE,"food"
"choc",TRUE,"food"
"narcisse",TRUE,"ambiance"
"pischke's",TRUE,"service"
"mcgrath's",TRUE,"service"
"hallways",TRUE,"ambiance"
"smores",TRUE,"food"
"firepit",TRUE,"ambiance"
"cabanas",TRUE,"ambiance"
"snagging",TRUE,"service"
"looooounge",TRUE,"ambiance"
"dolmades",TRUE,"food"
"plantain",TRUE,"food"
"parsnip",TRUE,"food"
"s'mores",TRUE,"food"
"rico's",TRUE,"service"
"fails",TRUE,"service"
"paso",TRUE,"ambiance"
"platters",TRUE,"food"
"denny's",TRUE,"food"
"diner's",TRUE,"service"
"piper",TRUE,"service"
"airlines",TRUE,"service"
"steelhead",TRUE,"food"
"chanterelle",TRUE,"food"
"ragout",TRUE,"food"
"baker",TRUE,"service"
"roadhouse",TRUE,"ambiance"
"rally's",TRUE,"service"
"baconzilla",TRUE,"food"
"patties",TRUE,"food"
"47",TRUE,"other"
"decker",TRUE,"other"
"furthest",TRUE,"other"
"handsdown",TRUE,"other"
"anthro",TRUE,"other"
"chao's",TRUE,"service"
"gourami",TRUE,"food"
"hunan",TRUE,"food"
"prawns",TRUE,"food"
"daphnes",TRUE,"service"
"turnaround",TRUE,"service"
"dinners",TRUE,"food"
"teaches",TRUE,"service"
"ishikari",TRUE,"food"
"sealing",TRUE,"service"
"cherryblossom",TRUE,"ambiance"
"champon",TRUE,"food"
"biscuit",TRUE,"food"
"mel's",TRUE,"service"
"juke",TRUE,"ambiance"
"caprisun",TRUE,"drinks"
"saturday's",TRUE,"service"
"blueberries",TRUE,"food"
"lift",TRUE,"service"
"frap",TRUE,"drinks"
"reyes",TRUE,"drinks"
"ceviché",TRUE,"food"
"nearest",TRUE,"service"
"roaring",TRUE,"ambiance"
"pimento",TRUE,"food"
"schlotzky's",TRUE,"service"
"stone's",TRUE,"drinks"
"salsa's",TRUE,"food"
"soda's",TRUE,"drinks"
"pinguinos",TRUE,"food"
"gansitos",TRUE,"food"
"duvalin",TRUE,"food"
"pelon",TRUE,"food"
"hens",TRUE,"food"
"bbq'd",TRUE,"food"
"ranchera",TRUE,"drinks"
"sonic",TRUE,"service"
"carnivores",TRUE,"food"
"omnivores",TRUE,"food"
"medallions",TRUE,"food"
"legumes",TRUE,"food"
"mexicali",TRUE,"food"
"queue",TRUE,"service"
"bedding",TRUE,"ambiance"
"crisped",TRUE,"food"
"chives",TRUE,"food"
"einsteins",TRUE,"food"
"schmears",TRUE,"food"
"chompies",TRUE,"food"
"kashmans",TRUE,"food"
"dukes",TRUE,"food"
"wafting",TRUE,"ambiance"
"sportsbar",TRUE,"ambiance"
"guedos",TRUE,"food"
"trained",TRUE,"service"
"siu",TRUE,"food"
"pibb",TRUE,"drinks"
"preparer",TRUE,"service"
"outstretched",TRUE,"ambiance"
"8pm",TRUE,"service"
"fiorella's",TRUE,"food"
"breakfasty",TRUE,"food"
"lox",TRUE,"food"
"aspargus",TRUE,"food"
"bianco's",TRUE,"food"
